name,name_first,name_middle,name_last,nickname,name_prefix,name_suffix,Image,party,Office,title,state,status,district,ethnicity,race,gender,date_of_birth,date_of_death,education,occupation,Bio,email_official,email_other,email_campaign,website_official,website_personal,website_campaign,twitter_official,twitter_personal,twitter_campaign,youtube_official,youtube_personal,youtube_campaign,instagram_official,instagram_personal,instagram_campaign,facebook_official,facebook_personal,facebook_campaign,linkedin,rumble,gab,RSS,address_campaign,address_capitol,address_district,phone_campaign,phone_capitol,phone_district,fax_capitol,fax_district,contact_form_url,date_assumed_office,appointed_by,appointed_data,confirmed_date,term_end_data,congress_year,thomas ID,lis_id,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id,google_entity_id,Ballotpedia URL,propublica URL,Ballotpedia Office ID,govpackpub_id,govpack_id,fec_id,usio_id,opensecrets_id,district_ocd_id,openstates_id,committee_id
Troy A. Carter,Troy,A.,Carter,,,,,Democratic Party,U.S. House Louisiana District 2,U.S. Representative,LA,Incumbent,Louisiana Congressional District 2,,,Male,1963-10-26,,,,,,,cartert@troycarter.us,https://troycarter.house.gov,,,https://www.twitter.com/RepTroyCarter,,,,,,,,,,,,,,,,,,,(504) 392-6213,,,,,,,,,,,,,,,456860,,,,,,,,https://api.propublica.org/congress/v1/members/C001125.json,,,,,,,ocd-division/country:us/state:la/cd:2,,
Steffon D. Jones,Steffon,D.,Jones,,,,,Democratic Party,Louisiana State Senate District 6 (unexpired),Louisiana County Legislator,LA,Incumbent,Louisiana State Senate District 6 (unexpired),,,,,,,,,,,steffon.jones@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,(318) 564-7801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:la/parish:caddo/council_district:6,,
Dan Lux,Dan,,Lux,,,,,Republican Party,U.S. House Louisiana District 2,U.S. Representative,LA,Challenger,Louisiana Congressional District 2,,,,,,,,,n/a,,dlux@votedlux.com,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,(504) 264-2326,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:la/cd:2,,
Zeb Stearns,Zeb,,Stearns,,,,,Republican Party,St. Landry Parish Coroner,St. Landry Parish Coroner,LA,Incumbent,Louisiana Statewide,,,,,,,,,,,zstear@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,(337) 457-1599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:la/parish:st_landry,,
Kirk Drumm,Kirk,,Drumm,,,,,Republican Party,Louisiana State Senate District 11 (unexpired),Louisiana County Legislator,LA,Incumbent,Louisiana State Senate District 11 (unexpired),,,,,,,,,,,kirdru@msn.com,,,,,,,,,,,,,,,,,,,,,,,(985) 646-2427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:la/parish:st_tammany/council_district:11,,
Johnie Estes,Johnie,,Estes,,,,,Unaffiliated,Louisiana State Senate District 6 (unexpired),Louisiana County Legislator,LA,Incumbent,Louisiana State Senate District 6 (unexpired),,,,,,,,,,,johnieestes@catahoulaschools.com,,,,,,,,,,,,,,,,,,,,,,,(318) 481-1752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:la/parish:catahoula/council_district:6,,
Bonnie Clements,Bonnie,,Clements,,,,,Independent Party of Louisiana,Louisiana State Senate District 11 (unexpired),Louisiana County Legislator,LA,Challenger,Louisiana State Senate District 11 (unexpired),,,,,,,,,n/a,,bonnie.m.clements@gmail.com,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:la/parish:st_tammany/council_district:11,,
Arthur A. Laughlin,Arthur,A.,Laughlin,,,,,Republican Party,Louisiana State Senate District 11 (unexpired),Louisiana County Legislator,LA,Challenger,Louisiana State Senate District 11 (unexpired),,,,,,,,,n/a,,arthurlaughlin@gmail.com,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,(504) 434-5002,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:la/parish:st_tammany/council_district:11,,
Tia LeBrun,Tia,,LeBrun,,,,,Democratic Party,U.S. House Louisiana District 3,U.S. Representative,LA,Challenger,Louisiana Congressional District 3,,,,,,,,,n/a,,lebrun4louisiana@gmail.com,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,(337) 243-5880,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:la/cd:3,,
"Thomas ""Lane"" Payne, Jr.",Thomas,,Payne,"""Lane""",,Jr.,,Republican Party,U.S. House Louisiana District 3,U.S. Representative,LA,Challenger,Louisiana Congressional District 3,,,,,,,,,n/a,,tlpayne.jr@gmail.com,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,(337) 789-7729,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:la/cd:3,,
Bruce D. Mott,Bruce,D.,Mott,,,,,Republican Party,Louisiana State Senate District 6 (unexpired),Louisiana County Legislator,LA,Challenger,Louisiana State Senate District 6 (unexpired),,,,,,,,,n/a,,bmott43@yahoo.com,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,(318) 481-4375,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:la/parish:catahoula/council_district:6,,
Lessie Olivia Leblanc,Lessie,Olivia,Leblanc,,,,,Democratic Party,U.S. House Louisiana District 3,U.S. Representative,LA,Challenger,Louisiana Congressional District 3,,,,,,,,,n/a,,hello@lessieo.com,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:la/cd:3,,
"Andrews Ford, Jr.",Andrews,,Ford,,,Jr.,,Democratic Party,Louisiana State Senate District 9 (unexpired),Louisiana County Legislator,LA,Incumbent,Louisiana State Senate District 9 (unexpired),,,,,,,,,,,andrewford0144@gmail.com,,,,,,,,,,,,,,,,,,,,,,,(318) 243-0144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:la/parish:union/council_district:9,,
Donna Glapion,Donna,,Glapion,,,,,Democratic Party,New Orleans 1st City Court Clerk,New Orleans 1st City Court Clerk,LA,Challenger,Louisiana Statewide,,,,,,,,,n/a,,info@donnaglapion.com,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,(504) 621-1676,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:la/place:new_orleans/city_court:1,,
Stephen Dawkins,Stephen,,Dawkins,,,,,Independent Party of Louisiana,Concordia Parish Assessor,Concordia Parish Assessor,LA,Challenger,Louisiana Statewide,,,,,,,,,n/a,,sidawkins@gmail.com,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,(318) 421-9965,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:la/parish:concordia,,
Austin Badon,Austin,,Badon,,,,,Democratic Party,New Orleans 1st City Court Clerk,New Orleans 1st City Court Clerk,LA,Incumbent,Louisiana Statewide,,,,,,,,,,,austin.badon@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,(504) 258-9090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:la/place:new_orleans/city_court:1,,
Tracy Mendels,Tracy,,Mendels,,,,,Democratic Party,,Louisiana Mayor,LA,Challenger,,,,,,,,,,n/a,,tracy.mendels@gmail.com,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,(318) 918-9659,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:la/place:shreveport,,
"Jacob ""Jake"" Shaheen",Jacob,,Shaheen,"""Jake""",,,,Republican Party,U.S. House Louisiana District 3,U.S. Representative,LA,Challenger,Louisiana Congressional District 3,,,,,,,,,n/a,,candidatejakeshaheen@gmail.com,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,(337) 549-0853,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:la/cd:3,,
Jeannie Merrill Archer,Jeannie,Merrill,Archer,,,,,Independent Party of Louisiana,Concordia Parish Assessor,Concordia Parish Assessor,LA,Incumbent,Louisiana Statewide,,,,,,,,,,,jeannie@cpassessor.org,,,,,,,,,,,,,,,,,,,,,,,(601) 807-0311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:la/parish:concordia,,
Adrian Perkins,Adrian,,Perkins,,,,,Democratic Party,,Louisiana Mayor,LA,Incumbent,,,,,,,,,,,,perkins.a.d@gmail.com,,,,,,,,,,,,,,,,,,,,,,,(318) 510-4818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:la/place:shreveport,,
"Melvin G. ""E."" Slack, Jr.",,,,,,,https://senate.la.gov/SenatorPics/Sen35.jpg,Republican Party,Louisiana State Senate District 35,Louisiana Mayor,LA,Challenger,Louisiana State Senate District 35,,,,,,,,,n/a,,mslack8821@yahoo.com,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,(318) 946-2505,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:la/place:shreveport,ocd-person/9d6aa1d9-76b2-41ad-a3e0-4fa86da08645,
LeVette Fuller,LeVette,,Fuller,,,,,Democratic Party,,Louisiana Mayor,LA,Challenger,,,,,,,,,,n/a,,levettefuller@gmail.com,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,(318) 347-0898,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:la/place:shreveport,,
"Tabatha ""Tab"" Taylor",Tabatha,,Taylor,"""Tab""",,,,Democratic Party,Louisiana State Senate District A,Louisiana City Legislator,LA,Incumbent,Louisiana State Senate District A,,,,,,,,,,,tab4dista@gmail.com,,,,,,,,,,,,,,,,,,,,,,,(318) 751-0847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:la/place:shreveport/council_district:a,,
"Stanley ""Stan"" Leger",Stanley,,Leger,"""Stan""",,,,Republican Party,Louisiana State Senate District 4 (unexpired),Louisiana County Legislator,LA,Challenger,Louisiana State Senate District 4 (unexpired),,,,,,,,,n/a,,,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,(337) 459-3066,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:la/parish:evangeline/council_district:4,,
Kinsey Montgomery,Kinsey,,Montgomery,,,,,Democratic Party,Louisiana State Senate District A,Louisiana City Legislator,LA,Challenger,Louisiana State Senate District A,,,,,,,,,n/a,,kmcitycouncilman@yahoo.com,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,(318) 828-9870,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:la/place:shreveport/council_district:a,,
Gregory Tarver,Gregory,W.,Tarver,,,Sr.,https://senate.la.gov/SenatorPics/Sen39.jpg,Democratic Party,Louisiana State Senate District 39,Louisiana Mayor,LA,Challenger,Louisiana State Senate District 39,,,,,,,,,n/a,,qualityofficesup@bellsouth.net,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,(318) 227-1499,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:la/place:shreveport,ocd-person/05ace530-e22c-436d-bf1a-562e3a923bef,
Darryl R. Ware II,Darryl,R.,Ware,,,II,,Democratic Party,,Louisiana Mayor,LA,Challenger,,,,,,,,,,n/a,,darrylwareiiformayor@gmail.com,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,(318) 344-2682,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:la/place:shreveport,,
Lelia Johnson Thrasher,Lelia,Johnson,Thrasher,,,,,Republican Party,Louisiana State Senate District 4 (unexpired),Louisiana County Legislator,LA,Incumbent,Louisiana State Senate District 4 (unexpired),,,,,,,,,,,leliathrasher@gmail.com,,,,,,,,,,,,,,,,,,,,,,,(337) 336-1691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:la/parish:evangeline/council_district:4,,
Jeremy S. LaCombe,Jeremy,S.,LaCombe,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep18.jpg,Democratic Party,Louisiana State Senate District 17 (unexpired),Louisiana State Senator,LA,Challenger,Louisiana State Senate District 17 (unexpired),,,,,,,,,n/a,,jlacom6@yahoo.com,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,(225) 637-3803,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:la/sldu:17,ocd-person/9ae6b490-4fe0-435c-93fd-ad316e474204,
Caleb Seth Kleinpeter,Caleb,Seth,Kleinpeter,,,,,Republican Party,Louisiana State Senate District 17 (unexpired),Louisiana State Senator,LA,Challenger,Louisiana State Senate District 17 (unexpired),,,,,,,,,n/a,,caleb@kleinpeterlasenate.com,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,(225) 223-5322,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:la/sldu:17,,
Mavice Hughes Thigpen,Mavice,Hughes,Thigpen,,,,,Democratic Party,Louisiana State Senate District B,Louisiana City Legislator,LA,Challenger,Louisiana State Senate District B,,,,,,,,,n/a,,mavicet@yahoo.com,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,(318) 510-6759,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:la/place:shreveport/council_district:b,,
"W.H. ""Howie"" Robinson",W.H.,,Robinson,"""Howie""",,,,Republican Party,Louisiana State Senate District 6 (unexpired),Louisiana County Legislator,LA,Incumbent,Louisiana State Senate District 6 (unexpired),,,,,,,,,,,wrobinsonjr1963@gmail.com,,,,,,,,,,,,,,,,,,,,,,,(318) 439-0402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:la/parish:franklin/council_district:6,,
James Carstensen,James,,Carstensen,,,,,Republican Party,Louisiana State Senate District B,Louisiana City Legislator,LA,Challenger,Louisiana State Senate District B,,,,,,,,,n/a,,jamescarstensencampaign@gmail.com,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,(318) 834-9685,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:la/place:shreveport/council_district:b,,
Gary Brooks,Gary,,Brooks,,,,,Democratic Party,Louisiana State Senate District B,Louisiana City Legislator,LA,Challenger,Louisiana State Senate District B,,,,,,,,,n/a,,gbrooks3002@gmail.com,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,(318) 820-8199,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:la/place:shreveport/council_district:b,,
Royce Duplessis,Royce,,Duplessis,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep93.jpg,Democratic Party,Louisiana State Senate District 5 (unexpired),Louisiana State Senator,LA,Challenger,Louisiana State Senate District 5 (unexpired),,,,,,,,,n/a,,info@royceduplessis.com,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,(504) 484-9214,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:la/sldu:5,ocd-person/7d852e7a-ae99-4f89-b4c0-4d7cb7e816db,
Mandie Landry,Mandie,,Landry,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep91.jpg,Democratic Party,Louisiana State Senate District 5 (unexpired),Louisiana State Senator,LA,Challenger,Louisiana State Senate District 5 (unexpired),,,,,,,,,n/a,,vote@landry2019.com,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,(504) 383-3836,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:la/sldu:5,ocd-person/6e106343-c9e7-4993-aca8-201210f61d64,
John L. Weimer,John,L.,Weimer,,,,,Unaffiliated,,Louisiana State Supreme Court Justice,LA,Incumbent,,,,,,,,,,,,johnlweimer@gmail.com,,,,,,,,,,,,,,,,,,,,,,,(985) 447-9066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:la/supreme_court:6,,
"William ""Bill"" Allen",William,,Allen,"""Bill""",,,,Democratic Party,Louisiana State Senate District 2 (unexpired),Louisiana County Legislator,LA,Incumbent,Louisiana State Senate District 2 (unexpired),,,,,,,,,,,bestplanb@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,(318) 527-6278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:la/parish:natchitoches/council_district:2,,
Craig B. Lee,Craig,B.,Lee,,,,,Independent Party of Louisiana,Louisiana State Senate District B,Louisiana City Legislator,LA,Challenger,Louisiana State Senate District B,,,,,,,,,n/a,,craiglee4citycouncil@yahoo.com,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,(318) 779-3087,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:la/place:shreveport/council_district:b,,
Kirk M. Lepine,Kirk,M.,Lepine,,,,,Republican Party,,Louisiana County Executive,LA,Incumbent,,,,,,,,,,,,kirklepine17@gmail.com,,,,,,,,,,,,,,,,,,,,,,,(504) 912-0106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:la/parish:plaquemines,,
Rebecca Thomas,Rebecca,,Thomas,,,,,Democratic Party,Louisiana State Senate District C,Louisiana City Legislator,LA,Challenger,Louisiana State Senate District C,,,,,,,,,n/a,,rebeccathomasphd@aol.com,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,(318) 219-0377,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:la/place:shreveport/council_district:c,,
Keith Hinkley,Keith,,Hinkley,,,,,Republican Party,,Louisiana County Executive,LA,Challenger,,,,,,,,,,n/a,,wkh321@gmail.com,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,(504) 884-2705,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:la/parish:plaquemines,,
Joseph H. Carstensen,Joseph,H.,Carstensen,,,,,Independent Party of Louisiana,Louisiana State Senate District C,Louisiana City Legislator,LA,Challenger,Louisiana State Senate District C,,,,,,,,,n/a,,josephhcar@gmail.com,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,(318) 934-8210,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:la/place:shreveport/council_district:c,,
Jim Taliaferro,Jim,,Taliaferro,,,,,Republican Party,Louisiana State Senate District C,Louisiana City Legislator,LA,Challenger,Louisiana State Senate District C,,,,,,,,,n/a,,jtaliaferro4223@gmail.com,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,(318) 617-9805,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:la/place:shreveport/council_district:c,,
Burghart H. Turner,Burghart,H.,Turner,,,,,Democratic Party,,Louisiana County Executive,LA,Challenger,,,,,,,,,,n/a,,gal_6_9@msn.com,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,(504) 912-1050,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:la/parish:plaquemines,,
Grayson S. Boucher,Grayson,S.,Boucher,,,,,Republican Party,Louisiana State Senate District D,Louisiana City Legislator,LA,Incumbent,Louisiana State Senate District D,,,,,,,,,,,grayson.boucher@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,(318) 564-1917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:la/place:shreveport/council_district:d,,
"Benedict ""Benny"" Rousselle",Benedict,,Rousselle,"""Benny""",,,,Republican Party,,Louisiana County Executive,LA,Challenger,,,,,,,,,,n/a,,benedictrousselle@gmail.com,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,(504) 430-8366,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:la/parish:plaquemines,,
Tony Nations,Tony,,Nations,,,,,Republican Party,Louisiana State Senate District E,Louisiana City Legislator,LA,Challenger,Louisiana State Senate District E,,,,,,,,,n/a,,tonynationsforshreveport@gmail.com,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,(318) 990-0967,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:la/place:shreveport/council_district:e,,
Tyronne Edwards,Tyronne,,Edwards,,,,,Unaffiliated,Louisiana State Senate District 1,Louisiana County Legislator,LA,Challenger,Louisiana State Senate District 1,,,,,,,,,n/a,,edwardstyronne68@gmail.com,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,(504) 473-2996,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:la/parish:plaquemines/council_district:1,,
Alvin Ray Oliver,Alvin,Ray,Oliver,,,,,Democratic Party,Louisiana State Senate District E,Louisiana City Legislator,LA,Challenger,Louisiana State Senate District E,,,,,,,,,n/a,,aroliver@yahoo.com,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,(318) 469-1706,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:la/place:shreveport/council_district:e,,
Alan Jackson,Alan,,Jackson,,,,,Democratic Party,Louisiana State Senate District E,Louisiana City Legislator,LA,Incumbent,Louisiana State Senate District E,,,,,,,,,,,electalanjackson@gmail.com,,,,,,,,,,,,,,,,,,,,,,,(318) 230-5735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:la/place:shreveport/council_district:e,,
James Edward Green,James,Edward,Green,,,,,Democratic Party,Louisiana State Senate District F,Louisiana City Legislator,LA,Incumbent,Louisiana State Senate District F,,,,,,,,,,,jsema@att.net,,,,,,,,,,,,,,,,,,,,,,,(318) 635-7118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:la/place:shreveport/council_district:f,,
Ursula Bowman,Ursula,,Bowman,,,,,Democratic Party,Louisiana State Senate District G,Louisiana City Legislator,LA,Challenger,Louisiana State Senate District G,,,,,,,,,n/a,,bowman5star@yahoo.com,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,(318) 294-0693,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:la/place:shreveport/council_district:g,,
Derrick L. Henderson,Derrick,L.,Henderson,,,,,Democratic Party,Louisiana State Senate District G,Louisiana City Legislator,LA,Challenger,Louisiana State Senate District G,,,,,,,,,n/a,,1stchoicedrugalcoholtesting@gmail.com,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,(318) 572-6337,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:la/place:shreveport/council_district:g,,
Carla D. Buntyn,Carla,D.,Buntyn,,,,,Democratic Party,Louisiana State Senate District G,Louisiana City Legislator,LA,Challenger,Louisiana State Senate District G,,,,,,,,,n/a,,cdbuntyn@yahoo.com,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,(318) 220-6289,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:la/place:shreveport/council_district:g,,
Antonio Washington,Antonio,,Washington,,,,,Democratic Party,Louisiana State Senate District G,Louisiana City Legislator,LA,Challenger,Louisiana State Senate District G,,,,,,,,,n/a,,washington111080@yahoo.com,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,(318) 272-0974,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:la/place:shreveport/council_district:g,,
Lambert C. Boissiere III,Lambert,C.,Boissiere,,,III,,Democratic Party,Louisiana State Public Service Commissioner,Louisiana State Public Service Commissioner,LA,Incumbent,Louisiana Statewide,,,,,,,,,,,lcboissiere@mac.com,,,,,,,,,,,,,,,,,,,,,,,(504) 415-9923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:la/public_service:3,,
Jesse T. Thompson,Jesse,T.,Thompson,,,,,Democratic Party,Louisiana State Public Service Commissioner,Louisiana State Public Service Commissioner,LA,Challenger,Louisiana Statewide,,,,,,,,,n/a,,jthompson@hessengineers.com,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,(225) 687-6120,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:la/public_service:3,,
Gregory Manning,Gregory,,Manning,,,,,Democratic Party,Louisiana State Public Service Commissioner,Louisiana State Public Service Commissioner,LA,Challenger,Louisiana Statewide,,,,,,,,,n/a,,info@manningforchange.com,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,(504) 233-2474,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:la/public_service:3,,
Davante Lewis,Davante,,Lewis,,,,,Democratic Party,Louisiana State Public Service Commissioner,Louisiana State Public Service Commissioner,LA,Challenger,Louisiana Statewide,,,,,,,,,n/a,,davante.edlewis@gmail.com,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,(337) 377-5110,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:la/public_service:3,,
