name,name_first,name_middle,name_last,nickname,name_prefix,name_suffix,Image,party,Office,title,state,status,district,ethnicity,race,gender,date_of_birth,date_of_death,education,occupation,Bio,email_official,email_other,email_campaign,website_official,website_personal,website_campaign,twitter_official,twitter_personal,twitter_campaign,youtube_official,youtube_personal,youtube_campaign,instagram_official,instagram_personal,instagram_campaign,facebook_official,facebook_personal,facebook_campaign,linkedin,rumble,gab,RSS,address_campaign,address_capitol,address_district,phone_campaign,phone_capitol,phone_district,fax_capitol,fax_district,contact_form_url,date_assumed_office,appointed_by,appointed_data,confirmed_date,term_end_data,congress_year,thomas ID,lis_id,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id,google_entity_id,Ballotpedia URL,propublica URL,Ballotpedia Office ID,govpackpub_id,govpack_id,fec_id,usio_id,opensecrets_id,district_ocd_id,openstates_id,committee_id
Mason J. Maher III,Mason,J.,Maher,,,III,,Republican Party,Passaic County Sheriff,Passaic County Sheriff,NJ,Challenger,New Jersey Statewide,,,,,,,,,n/a,,,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/county:passaic,,
"Donald M. Payne, Jr.",Donald,M.,Payne,,,Jr.,https://payne.house.gov/sites/payne.house.gov/files/wysiwyg_uploaded/OfficialPhoto.png,Democratic Party,U.S. House New Jersey District 10,U.S. Representative,NJ,Incumbent,New Jersey Congressional District 10,,,Male,1958-12-17,,,,,,,,https://payne.house.gov,,https://www.paynejr4congress.com/,https://www.twitter.com/RepDonaldPayne,,https://www.twitter.com/DonaldPayneJr,https://www.youtube.com/c/DonaldPayneJr,,,https://www.instagram.com/repdonaldpaynejr/,,,https://www.facebook.com/DonaldPayneJr,https://www.facebook.com/dee.payne.5815,,,,,https://payne.house.gov/rss.xml,"P.O. Box 2406 Newark, NJ 07114",106 Cannon House Office Building,,,202-225-3436,,,,,,,,,,,,,65639,412506,90668,,,31103,https://en.wikipedia.org/wiki/Donald_Payne_Jr.,/m/0jwr2v8,,https://api.propublica.org/congress/v1/members/P000604.json,,,,H2NJ10154,,,ocd-division/country:us/state:nj/cd:10,,
William Marsala,William,,Marsala,,,,,Republican Party,New Jersey State Senate nan,New Jersey County Legislator,NJ,Challenger,New Jersey State Senate nan,,,,,,,,,n/a,,,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/county:passaic,,
Frank J. Dimarco,Frank,J.,Dimarco,,,,,Democratic Party,New Jersey State Senate nan,New Jersey County Legislator,NJ,Incumbent,New Jersey State Senate nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/county:gloucester,,
Denice DiCarlo,Denice,,DiCarlo,,,,,Democratic Party,New Jersey State Senate nan,New Jersey County Legislator,NJ,Incumbent,New Jersey State Senate nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/county:gloucester,,
David H. Pinckney,David,H.,Pinckney,,,,,Republican Party,U.S. House New Jersey District 10,U.S. Representative,NJ,Challenger,New Jersey Congressional District 10,,,,,,,,,n/a,,,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/cd:10,,
Adam Wingate,Adam,,Wingate,,,,,Republican Party,New Jersey State Senate nan,New Jersey County Legislator,NJ,Challenger,New Jersey State Senate nan,,,,,,,,,n/a,,,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/county:gloucester,,
Tom Narolewski,Tom,,Narolewski,,,,,Republican Party,Gloucester County Clerk,Gloucester County Clerk,NJ,Challenger,New Jersey Statewide,,,,,,,,,n/a,,,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/county:gloucester,,
Terry Duffy,Terry,,Duffy,,,,,Democratic Party,New Jersey State Senate nan,New Jersey County Legislator,NJ,Incumbent,New Jersey State Senate nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/county:passaic,,
Pat Lepore,Pat,,Lepore,,,,,Democratic Party,New Jersey State Senate nan,New Jersey County Legislator,NJ,Incumbent,New Jersey State Senate nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/county:passaic,,
Paul DeGroot,Paul,,DeGroot,,,,https://pbs.twimg.com/profile_images/1479205204247531521/qf9jp7KP_400x400.jpg,Republican Party,U.S. House New Jersey District 11,U.S. Representative,NJ,Challenger,New Jersey Congressional District 11,,,,,,,,,n/a,,info@pauldegrootcares.com,n/a,,https://pauldegrootcares.com/,,,https://www.twitter.com/DeGrootCongress,,,https://www.youtube.com/channel/UCHGfMDrkK5C3YRH5KHWGoQQ/featured,,,https://www.instagram.com/pauldegrootcares/,,https://www.facebook.com/paul.degroot.524,https://www.facebook.com/PaulDeGrootCares,,,,,"P.O. Box 409 Pine Brook, NJ 07058",n/a,n/a,(973) 202-1013,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/cd:11,,
Alex Cruz,Alex,,Cruz,,,,,Republican Party,New Jersey State Senate nan,New Jersey County Legislator,NJ,Challenger,New Jersey State Senate nan,,,,,,,,,n/a,,,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/county:passaic,,
James N. Hogan,James,N.,Hogan,,,,,Democratic Party,Gloucester County Clerk,Gloucester County Clerk,NJ,Incumbent,New Jersey Statewide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/county:gloucester,,
Frederick W. Brown,Frederick,W.,Brown,,,,,Republican Party,Hunterdon County Sheriff,Hunterdon County Sheriff,NJ,Incumbent,New Jersey Statewide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/county:hunterdon,,
Mikie Sherrill,Mikie,,Sherrill,,,,https://clerk.house.gov/content/assets/img/members/S001207.jpg,Democratic Party,U.S. House New Jersey District 11,U.S. Representative,NJ,Incumbent,New Jersey Congressional District 11,,,Female,1972-01-19,,,,,,,info@MikieSherrill.com,https://sherrill.house.gov,,https://mikiesherrill.com/,https://www.twitter.com/RepSherrill,,https://www.twitter.com/MikieSherrill,,,,https://www.instagram.com/repsherrill,,,https://www.facebook.com/RepMikieSherrill/,,https://www.facebook.com/MikieSherrillForCongress/,,,,,"P.O. Box 43032 Montclair, NJ 07043",1414 Longworth House Office Building,,,202-225-5034,,,,,,,,,,,,,,412799,179651,,,,https://en.wikipedia.org/wiki/Mikie_Sherrill,/g/11f3r4x6x5,,https://api.propublica.org/congress/v1/members/S001207.json,,,,H8NJ11142,,,ocd-division/country:us/state:nj/cd:11,,
Dominick Puzio,Dominick,,Puzio,,,,,Democratic Party,Hunterdon County Sheriff,Hunterdon County Sheriff,NJ,Challenger,New Jersey Statewide,,,,,,,,,n/a,,,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/county:hunterdon,,
Zachary T. Rich,Zachary,T.,Rich,,,,,Republican Party,New Jersey State Senate nan,New Jersey County Legislator,NJ,Incumbent,New Jersey State Senate nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/county:hunterdon,,
"Nelson Carney, Jr.",Nelson,,Carney,,,Jr.,,Democratic Party,New Jersey State Senate nan,New Jersey County Legislator,NJ,Challenger,New Jersey State Senate nan,,,,,,,,,n/a,,,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/county:salem,,
Daniel S. Timmerman,Daniel,S.,Timmerman,,,,,Republican Party,New Jersey State Senate nan,New Jersey County Legislator,NJ,Challenger,New Jersey State Senate nan,,,,,,,,,n/a,,,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/county:salem,,
Darius Mayfield,Darius,,Mayfield,,,,"https://static.wixstatic.com/media/938568_4bbebbd10c3c4fd6ab1178ac35a17174~mv2.jpg/v1/fill/w_348,h_1030,fp_0.57_0.63,q_80,enc_auto/938568_4bbebbd10c3c4fd6ab1178ac35a17174~mv2.jpg",Republican Party,U.S. House New Jersey District 12,U.S. Representative,NJ,Challenger,New Jersey Congressional District 12,,,,,,,,,n/a,,dariusmayfieldforamerica@gmail.com,n/a,,https://www.dariusmayfieldforamerica.com/,n/a,,https://www.twitter.com/Darius4America,,,,,,https://www.instagram.com/darius4america/,,https://www.facebook.com/dariusjmayfield,https://www.facebook.com/dariusmayfieldforamerica,,,,,"P.O. Box 405 Helmetta, NJ 08828",n/a,n/a,(732) 742-8452,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/cd:12,,
Cordy Taylor III,Cordy,,Taylor,,,III,,Republican Party,New Jersey State Senate nan,New Jersey County Legislator,NJ,Challenger,New Jersey State Senate nan,,,,,,,,,n/a,,,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/county:salem,,
John E. Lanza,John,E.,Lanza,,,,,Republican Party,New Jersey State Senate nan,New Jersey County Legislator,NJ,Incumbent,New Jersey State Senate nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/county:hunterdon,,
Hope Cohen,Hope,,Cohen,,,,,Democratic Party,New Jersey State Senate nan,New Jersey County Legislator,NJ,Challenger,New Jersey State Senate nan,,,,,,,,,n/a,,,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/county:hunterdon,,
Bonnie Watson Coleman,Bonnie,Watson,Coleman,,,,https://www.congress.gov/img/member/w000822_200.jpg,Democratic Party,U.S. House New Jersey District 12,U.S. Representative,NJ,Incumbent,New Jersey Congressional District 12,,,,,,,,,,,,,,https://www.bonnieforcongress.com/,https://www.twitter.com/RepBonnie,,https://www.twitter.com/Bonnie4Congress,https://www.youtube.com/c/CongresswomanBonnieWatsonColeman,,,https://www.instagram.com/repbonnie,,https://www.instagram.com/bonnie_for_congress/,https://www.facebook.com/RepBonnie/,,https://www.facebook.com/bwcforcongress,,,,,"P.O. Box 7045 Ewing, NJ 08638",,,(609) 403-0297,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Bonnie_Watson_Coleman,,,,,,,,,,ocd-division/country:us/state:nj/cd:12,,
Donald Becker,Donald,,Becker,,,,,Democratic Party,New Jersey State Senate nan,New Jersey County Legislator,NJ,Challenger,New Jersey State Senate nan,,,,,,,,,n/a,,,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/county:hunterdon,,
Nina D. Melker,Nina,D.,Melker,,,,,Democratic Party,New Jersey State Senate nan,New Jersey County Legislator,NJ,Incumbent,New Jersey State Senate nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/county:mercer,,
Charles V. Hassler,Charles,V.,Hassler,,,,,Democratic Party,New Jersey State Senate nan,New Jersey County Legislator,NJ,Challenger,New Jersey State Senate nan,,,,,,,,,n/a,,,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/county:salem,,
Tim Alexander,Tim,,Alexander,,,,"https://static.wixstatic.com/media/b1cc02_010899f07f074da093a21e868f7c0141~mv2.jpg/v1/fill/w_948,h_836,al_b,q_85,usm_0.66_1.00_0.01,enc_auto/b1cc02_010899f07f074da093a21e868f7c0141~mv2.jpg",Democratic Party,U.S. House New Jersey District 2,U.S. Representative,NJ,Challenger,New Jersey Congressional District 2,,,,,,,,,n/a,,,n/a,,https://www.timalexanderforcongress.com/,,,https://www.twitter.com/talexander_NJ02,,,,,,https://www.instagram.com/tim_alexander_for_congress/,,,https://www.facebook.com/timalexanderforcongress,,,,,"P.O. Box 818 Oceanville, NJ 08231",n/a,n/a,,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/cd:2,,
William J. Hayden,William,J.,Hayden,,,,,Republican Party,New Jersey State Senate nan,New Jersey County Legislator,NJ,Challenger,New Jersey State Senate nan,,,,,,,,,n/a,,,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/county:sussex,,
Jill M. Space,Jill,M.,Space,,,,,Republican Party,New Jersey State Senate nan,New Jersey County Legislator,NJ,Incumbent,New Jersey State Senate nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/county:sussex,,
Brian W. Wojaczyk,Brian,W.,Wojaczyk,,,,,Republican Party,Middlesex County Sheriff,Middlesex County Sheriff,NJ,Challenger,New Jersey Statewide,,,,,,,,,n/a,,,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/county:middlesex,,
Martin Herrmann,Martin,,Herrmann,,,,,Republican Party,New Jersey State Senate nan,New Jersey County Legislator,NJ,Challenger,New Jersey State Senate nan,,,,,,,,,n/a,,,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/county:middlesex,,
Jeff Van Drew,Jeff,,Van Drew,,,,https://clerk.house.gov/content/assets/img/members/V000133.jpg,Republican Party,U.S. House New Jersey District 2,U.S. Representative,NJ,Incumbent,New Jersey Congressional District 2,,,,,,,,,,,Ron@VanDrewForCongress.com,,,https://vandrewforcongress.com/,https://www.twitter.com/CongressmanJVD,,,https://www.youtube.com/channel/UCc5AGO_bQLeiv313Bbr35fg,,https://www.youtube.com/channel/UCavpCw47t3MddfhvVRap0jA/featured,https://www.instagram.com/jeffvandrew/,,,https://www.facebook.com/CongressmanJVD/,https://www.facebook.com/JeffVanDrew,https://www.facebook.com/VanDrewForCongress/,,,,,"P.O. Box 671 Cape May Court House, NJ 08210",,,,,,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Jeff_Van_Drew,,,,,,,,,,ocd-division/country:us/state:nj/cd:2,,
Joellen M. Arrabito,Joellen,M.,Arrabito,,,,,Republican Party,New Jersey State Senate nan,New Jersey County Legislator,NJ,Challenger,New Jersey State Senate nan,,,,,,,,,n/a,,,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/county:middlesex,,
Gerald T. Shine,Gerald,T.,Shine,,,,,Republican Party,New Jersey State Senate nan,New Jersey County Legislator,NJ,Challenger,New Jersey State Senate nan,,,,,,,,,n/a,,,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/county:middlesex,,
Damaris Lira,Damaris,,Lira,,,,,Democratic Party,New Jersey State Senate nan,New Jersey County Legislator,NJ,Challenger,New Jersey State Senate nan,,,,,,,,,n/a,,,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/county:sussex,,
Bob Healey,Bob,,Healey,,,,https://www.bobhealeyfornj.com/wp-content/themes/bobhealeyfornj/images/photo-bob.jpg,Republican Party,U.S. House New Jersey District 3,U.S. Representative,NJ,Challenger,New Jersey Congressional District 3,,,,,,,,,n/a,,info@bobhealeyfornj.com,n/a,,https://www.bobhealeyfornj.com/,,,https://www.twitter.com/BobHealey4NJ,,,,,,,,,https://www.facebook.com/BobHealey4Congress,,,,,"P.O. Box 999 Edison, NJ 08818",n/a,n/a,(609) 337-5113,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/cd:3,,
Camila DiResta,Camila,,DiResta,,,,,Democratic Party,New Jersey State Senate nan,New Jersey County Legislator,NJ,Challenger,New Jersey State Senate nan,,,,,,,,,n/a,,,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/county:sussex,,
Clary Azcona-Barber,Clary,,Azcona-Barber,,,,,Democratic Party,New Jersey State Senate nan,New Jersey County Legislator,NJ,Incumbent,New Jersey State Senate nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/county:middlesex,,
Charles Kenny,Charles,,Kenny,,,,,Democratic Party,New Jersey State Senate nan,New Jersey County Legislator,NJ,Incumbent,New Jersey State Senate nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/county:middlesex,,
Vincent Rettino,Vincent,,Rettino,,,,,Republican Party,New Jersey State Senate nan,New Jersey County Legislator,NJ,Challenger,New Jersey State Senate nan,,,,,,,,,n/a,,,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/county:union,,
Andy Kim,Andy,,Kim,,,,,Democratic Party,U.S. House New Jersey District 3,U.S. Representative,NJ,Incumbent,New Jersey Congressional District 3,,,Male,1982-07-12,,,,,,,info@andykimforcongress.com,https://kim.house.gov,,https://www.andykim.com/,https://www.twitter.com/RepAndyKimNJ,,https://www.twitter.com/AndyKimNJ,https://www.youtube.com/c/repandykimnj,,,https://www.instagram.com/RepAndykimnj/,,https://www.instagram.com/andykimnj/,https://www.facebook.com/RepAndyKimNJ/,,https://www.facebook.com/AndyKimNJ,,,,,"P.O. Box 211 Marlton, NJ 08053",2444 Rayburn House Office Building,,,202-225-4765,,,,,,,,,,,,,,412797,179640,,,,https://en.wikipedia.org/wiki/Andy_Kim_(politician),/g/11f730yxds,,https://api.propublica.org/congress/v1/members/K000394.json,,,,H8NJ03206,,,ocd-division/country:us/state:nj/cd:3,,
Sergio Granados,Sergio,,Granados,,,,,Democratic Party,New Jersey State Senate nan,New Jersey County Legislator,NJ,Incumbent,New Jersey State Senate nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/county:union,,
Rebecca L. Williams,Rebecca,L.,Williams,,,,,Democratic Party,New Jersey State Senate nan,New Jersey County Legislator,NJ,Incumbent,New Jersey State Senate nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/county:union,,
Chanelle Scott McCullum,Chanelle,Scott,McCullum,,,,,Democratic Party,New Jersey State Senate nan,New Jersey County Legislator,NJ,Incumbent,New Jersey State Senate nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/county:middlesex,,
"Thomas ""Tom"" Arnone",Thomas,,Arnone,"""Tom""",,,,Republican Party,New Jersey State Senate nan,New Jersey County Legislator,NJ,Incumbent,New Jersey State Senate nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/county:monmouth,,
Kristal Dias,Kristal,,Dias,,,,,Democratic Party,New Jersey State Senate nan,New Jersey County Legislator,NJ,Challenger,New Jersey State Senate nan,,,,,,,,,n/a,,,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/county:monmouth,,
"Baramdai ""Alicia"" Sharma",Baramdai,,Sharma,"""Alicia""",,,,Democratic Party,New Jersey State Senate nan,New Jersey County Legislator,NJ,Challenger,New Jersey State Senate nan,,,,,,,,,n/a,,,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/county:morris,,
Matthew Jenkins,Matthew,,Jenkins,,,,"https://static.wixstatic.com/media/99f288_441a2e806f984b18b842a48d1df55076~mv2.jpg/v1/crop/x_416,y_1171,w_3288,h_3483/fill/w_545,h_578,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/No%20Smile_JPG.jpg",Democratic Party,U.S. House New Jersey District 4,U.S. Representative,NJ,Challenger,New Jersey Congressional District 4,,,,,,,,,n/a,,hello@mattjenkinsforcongress.com,n/a,,https://mattjenkinsforcongress.com/,,,https://www.twitter.com/MattJenkinsNJ,,,,,,https://www.instagram.com/MattJenkinsNJ/,,,https://www.facebook.com/MattJenkinsNJ,,,,,,n/a,n/a,,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/cd:4,,
James M. Gannon,James,M.,Gannon,,,,,Republican Party,Morris County Sheriff,Morris County Sheriff,NJ,Incumbent,New Jersey Statewide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/county:morris,,
Michael G. Mastronardy,Michael,G.,Mastronardy,,,,,Republican Party,Ocean County Sheriff,Ocean County Sheriff,NJ,Incumbent,New Jersey Statewide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/county:ocean,,
Carmen Bucco,Carmen,,Bucco,,,,,Republican Party,New Jersey State Senate nan,New Jersey County Legislator,NJ,Challenger,New Jersey State Senate nan,,,,,,,,,n/a,,,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/county:union,,
Christopher H. Smith,Christopher,H.,Smith,,,,https://chrissmith.house.gov/uploadedphotos/highresolution/2721fabc-ce8f-459d-8a56-acb68843f90e.jpg,Republican Party,U.S. House New Jersey District 4,U.S. Representative,NJ,Incumbent,New Jersey Congressional District 4,,,Male,1953-03-04,,,,,,,info@smith4nj.com,https://chrissmith.house.gov,,https://smith4nj.com/,https://www.twitter.com/RepChrisSmith,,,https://www.youtube.com/user/USRepChrisSmith,,,https://www.instagram.com/repchrissmith,,,https://www.facebook.com/RepChrisSmith/,,https://www.facebook.com/Smith4NJ,,,,https://chrissmith.house.gov/news/rss.aspx,"PO BOX 3184 HAMILTON, NJ 08619",2373 Rayburn House Office Building,,(732) 357-0900,202-225-3765,,,,,,,,,,,,,6411,400380,26952,,,14863,https://en.wikipedia.org/wiki/Chris_Smith_(New_Jersey_politician),/m/033f4d,,https://api.propublica.org/congress/v1/members/S000522.json,,,,H8NJ04014,,,ocd-division/country:us/state:nj/cd:4,,
Carlos Santos,Carlos,,Santos,,,,,Republican Party,New Jersey State Senate nan,New Jersey County Legislator,NJ,Challenger,New Jersey State Senate nan,,,,,,,,,n/a,,,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/county:union,,
Eugene Davis,Eugene,,Davis,,,,,Democratic Party,Ocean County Sheriff,Ocean County Sheriff,NJ,Challenger,New Jersey Statewide,,,,,,,,,n/a,,,n/a,,,,,,,,,,,,,,,,,,,,n/a,n/a,,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/county:ocean,,
"Virginia E. ""Ginny"" Haines",Virginia,"E. ""Ginny""",Haines,,,,,Republican Party,New Jersey State Senate nan,New Jersey County Legislator,NJ,Incumbent,New Jersey State Senate nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/county:ocean,,
Bette Jane Kowalski,Bette,Jane,Kowalski,,,,,Democratic Party,New Jersey State Senate nan,New Jersey County Legislator,NJ,Incumbent,New Jersey State Senate nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-division/country:us/state:nj/county:union,,
