govpackpub_id,govpack_id,fec_id,usio_id,opensecrets_id,district_ocd_id,openstates_id,committee_id,Name,name_first,name_middle,name_last,nickname,name_prefix,name_suffix,party,state,status,district,ethnicity,race,gender,education,occupation,Office,email_official,email_other,email_campaign,Bio,date_of_birth,date_of_death,Image,website_campaign,website_official,website_personal,address_capitol,phone_capitol,fax_capitol,address_district,phone_district,fax_district,contact_form_url,address_campaign,phone_campaign,date_assumed_office,appointed_by,appointed_data,confirmed_date,term_end_data,congress_year,twitter_official,twitter_personal,twitter_campaign,youtube_official,youtube_personal,youtube_campaign,instagram_official,instagram_personal,instagram_campaign,facebook_official,facebook_personal,facebook_campaign,linkedin,rumble,gab,RSS,thomas ID,lis_id,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id,google_entity_id,Ballotpedia URL,propublica URL,Ballotpedia Office ID
,,,,,,ocd-person/d9462f08-2b27-4969-8436-9a1c21534a40,,Kelly Seyarto,Kelly,,Seyarto,,,,Republican,,Incumbent,State House District 51,,,,,,State Representative District 51,,,,,,,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/offical-state-headshot.jpg,,,,,,,"41391 Kalmia Street, Suite 220, Murrieta, CA 92562",951-894-1232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/96fcafb9-0183-46b0-aaa3-dbb21d8d6135,,Ken Cooley,Ken,,Cooley,,,,Democratic,,Incumbent,State House District 51,,,Male,,,State Representative District 51,,,,,,,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/AD08-Cooley_0.jpg,,,,,,,"2729 Prospect Park Drive, Suite 130, Rancho Cordova, CA 95670",916-464-1910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/35eec890-026c-412f-8bcf-27e24206a608,,Kevin Kiley,Kevin,,Kiley,,,,Republican,,Incumbent,State House District 51,,,Male,,,State Representative District 51,,,,,,,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/kiley.jpg,,,,,,,"8799-A Auburn Folsom Road, Granite Bay, CA 95746",916-774-4430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/723bd312-e1c3-490c-9a8c-65388f834092,,Kevin McCarty,Kevin,,McCarty,,,,Democratic,,Incumbent,State House District 51,,,Male,,,State Representative District 51,,,,,,,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/AD07_McCarty_Portrait150_20141201.jpg,,,,,,,"915 L Street, Suite 110, Sacramento, CA 95814",916-324-4676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/a9171d37-d00b-4d46-98ca-a066bce640e5,,Kevin Mullin,Kevin,,Mullin,,,,Democratic,,Incumbent,State House District 51,,,Male,,,State Representative District 51,,,,,,,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/AD22-Mullin.jpg,,,,,,,"1528 South El Camino Real, Suite 302, San Mateo, CA 94402",650-349-2200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/e4fdea57-14a2-4fa7-a40c-92cf06c07edd,,Laura Friedman,Laura,,Friedman,,,,Democratic,,Incumbent,State House District 51,,,Female,,,State Representative District 51,,,,,,,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/ad43_friedman.jpg,,,,,,,"300 East Magnolia Boulevard, Suite 504, Burbank, CA 91502",818-558-3043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/1b3ac39e-7b50-4263-bd1d-add1e91d71b9,,Laurie Davies,Laurie,,Davies,,,,Republican,,Incumbent,State House District 51,,,,,,State Representative District 51,,,,,,,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/arc_new_member_headshots_asm.ca_.gov_120x150px_davies.jpg,,,,,,,"31473 Rancho Viejo Road, Suite 104, San Juan Capistrano, CA 92675",949-240-7300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/cb6cc457-59f8-4dd8-aeb5-691c3795ffb7,,Lena A. Gonzalez,Lena,A.,Gonzalez,,,,Democratic,,Incumbent,State House District 51,,,Female,,,State Representative District 51,,,,,,,https://www.senate.ca.gov/sites/senate.ca.gov/files/senator_photos/senator-lena-gonzalez.jpg,,,,,,,"3355 East Gage Avenue, Huntington Park, CA 90255",323-277-4560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/ed58ae30-ffe5-4395-9353-141e4018cbe3,,Lisa Calderon,Lisa,,Calderon,,,,Democratic,,Incumbent,State House District 51,,,,,,State Representative District 51,,,,,,,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/calderon-057.jpg,,,,,,,"13181 Crossroads Parkway North, Suite 160, City of Industry, CA 91746-3497",562-692-5858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/926d1337-0318-4c12-a291-178f10199b23,,Lori D. Wilson,Lori,D.,Wilson,,,,Democratic,,Incumbent,State House District 51,,,,,,State Representative District 51,,,,,,,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/ad11_wilson.jpg,,,,,,,"1261 Travis Boulevard, Suite 110, Fairfield, CA 94533",707-399-3011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/db75b62c-0713-4075-89cb-1437a9648b00,,Luz M. Rivas,Luz,M.,Rivas,,,,Democratic,,Incumbent,State House District 51,,,Female,,,State Representative District 51,,,,,,,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/a39_l_rivas.jpg,,,,,,,"9300 Laurel Canyon Boulevard, First Floor, Arleta, CA 91331",818-504-3911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/24facf9e-7fb1-4475-9120-05cd0145c7c1,,Marc Berman,Marc,,Berman,,,,Democratic,,Incumbent,State House District 51,,,Male,,,State Representative District 51,,,,,,,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/ad24_berman_roster150_20161205.jpg,,,,,,,"721 Colorado Ave, Suite 101, Palo Alto, CA 94303",650-324-0224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/a3645286-b3a4-4065-af84-a84a6cf0091d,,Marc Levine,Marc,,Levine,,,,Democratic,,Incumbent,State House District 51,,,Male,,,State Representative District 51,,,,,,,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/AD10-Levine_0.jpg,,,,,,,"50 D Street, Suite 301, Santa Rosa, CA 95404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/b3f55460-f87b-4db4-b6a5-35a735f34076,,María Elena Durazo,María,Elena,Durazo,,,,Democratic,,Incumbent,State House District 51,,,Female,,,State Representative District 51,,,,,,,https://www.senate.ca.gov/sites/senate.ca.gov/files/senator_photos/senator_durazo.jpg,,,,,,,"1808 W. Sunset Blvd., Los Angeles, CA 90026",213-483-9300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/9df241a1-0f02-456a-9dbf-8706e0b6c15c,,Marie Waldron,Marie,,Waldron,,,,Republican,,Incumbent,State House District 51,,,Female,,,State Representative District 51,,,,,,,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/AD75-Marie_Waldron.jpg,,,,,,,"350 West 5th Avenue, Suite 110, Escondido, CA 92025",760-480-7570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/af97aad8-2e95-4648-8cd4-6b710df6b3ce,,Mark Stone,Mark,,Stone,,,,Democratic,,Incumbent,State House District 51,,,Male,,,State Representative District 51,,,,,,,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/ad29.jpg,,,,,,,"99 Pacific Street, Suite 575G, Monterey, CA 93940",831-649-2832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/cc6eb833-e16b-472a-83ec-31e7df1b1cd9,,Matt Haney,Matt,,Haney,,,,Democratic,,Incumbent,State House District 51,,,,,,State Representative District 51,,,,,,,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/ad17_haney.jpg,,,,,,,"455 Golden Gate Avenue, Suite 14300, San Francisco, CA 94102",415-557-3013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/1509d608-4d2b-4ebc-be73-b4cd6c06b7c6,,Megan Dahle,Megan,,Dahle,,,,Republican,,Incumbent,State House District 51,,,,,,State Representative District 51,,,,,,,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/mdahle-ad01.gif,,,,,,,"356 Providence Mine Road, Office 6, Nevada City, CA 95959",530-265-0601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/d7cb8647-1324-42e9-b2a6-a26d05863806,,Melissa A. Melendez,Melissa,A.,Melendez,,,,Republican,,Incumbent,State House District 51,,,Female,,,State Representative District 51,,,,,,,https://www.senate.ca.gov/sites/senate.ca.gov/files/senator_photos/sen_melendez.jpg,,,,,,,"45-125 Smurr Street, Suite B, Indio, CA 92201",760-398-6442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/ee9910a2-0b27-46e0-be87-43c800596b41,,Melissa Hurtado,Melissa,,Hurtado,,,,Democratic,,Incumbent,State House District 51,,,Female,,,State Representative District 51,,,,,,,https://www.senate.ca.gov/sites/senate.ca.gov/files/senator_photos/senator_hurtado_0.jpg,,,,,,,"2550 Mariposa Mall, Suite 2016, Fresno, CA 93721",559-264-3070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/a467d09d-289d-4e5a-a2af-a0ce20af14e1,,Mia Bonta,Mia,,Bonta,,,,Democratic,,Incumbent,State House District 51,,,,,,State Representative District 51,,,,,,,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/ad18_bonta_mia_roster150.jpg,,,,,,,"1515 Clay Street, Suite 2204, Oakland, CA 94612",510-286-1670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/2e27cd32-daea-4a11-987b-bef3c4068e02,,Miguel Santiago,Miguel,,Santiago,,,,Democratic,,Incumbent,State House District 51,,,Male,,,State Representative District 51,,,,,,,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/AD53_Santiago_Portrait150_20141201.jpg,,,,,,,"320 West Fourth Street, Room 1050, Los Angeles, CA 90013",213-620-4646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/404dbee4-6b74-4249-ab26-9644cab7c7d5,,Mike A. Gipson,Mike,A.,Gipson,,,,Democratic,,Incumbent,State House District 51,,,Male,,,State Representative District 51,,,,,,,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/AD64_Gipson_Portrait150_20141201.jpg,,,,,,,"205 South Willowbrook Avenue, Compton, CA 90220",310-605-5557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/3a7bde9c-8709-49c7-89e4-0835ea1f9eb6,,Mike Fong,Mike,,Fong,,,,Democratic,,Incumbent,State House District 51,,,,,,State Representative District 51,,,,,,,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/ad49_fong.jpg,,,,,,,"1255 Corporate Center Drive, Suite 216, Monterey Park, CA 91754",323-264-4949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/a1394aeb-094a-4fc0-b4d5-005104ceddc0,,Mike McGuire,Mike,,McGuire,,,,Democratic,,Incumbent,State House District 51,,,Male,,,State Representative District 51,,,,,,,https://www.senate.ca.gov/sites/senate.ca.gov/files/senator_photos/mcguire-mike.jpg,,,,,,,"885 Lakeport Blvd., Lakeport, CA 95453",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/e924a3ec-c7c0-4094-8504-7611bcf8979f,,Monique Limón,Monique,,Limón,,,,Democratic,,Incumbent,State House District 51,,,Female,,,State Representative District 51,,,,,,,https://www.senate.ca.gov/sites/senate.ca.gov/files/senator_photos/limon_monique_d-19_2.jpg,,,,,,,"300 E. Esplanade Drive, Suite 430, Oxnard, CA 93036",805-988-1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/da008178-5da9-4adb-a690-1360a9bce2db,,Nancy Skinner,Nancy,,Skinner,,,,Democratic,,Incumbent,State House District 51,,,Female,,,State Representative District 51,,,,,,,https://www.senate.ca.gov/sites/senate.ca.gov/files/senator_photos/skinner.jpg,,,,,,,"1515 Clay Street, Suite 2202, Oakland, CA 94612",510-286-1333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/9ed8fe52-b020-47d3-92d5-621e32f42e94,,Patricia C. Bates,Patricia,C.,Bates,,,,Republican,,Incumbent,State House District 51,,,Female,,,State Representative District 51,,,,,,,https://www.senate.ca.gov/sites/senate.ca.gov/files/senator_photos/bates-patricia.jpg,,,,,,,"169 Saxony Road, Suite 103, Encinitas, CA 92024",760-642-0809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/e3c486d0-3173-4d1e-a106-9c28c32e7429,,Patrick O'Donnell,Patrick,,O'Donnell,,,,Democratic,,Incumbent,State House District 51,,,Male,,,State Representative District 51,,,,,,,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/AD70_ODonnell_Portrait150_20141201.jpg,,,,,,,"461 West 6th Street, Suite 209, San Pedro, CA 90731",310-548-6420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/bf88659d-b2dd-462e-84b3-82ead47ff360,,Philip Y. Ting,Philip,Y.,Ting,,,,Democratic,,Incumbent,State House District 51,,,Male,,,State Representative District 51,,,,,,,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/ad19-ting_0.jpg,,,,,,,"455 Golden Gate Avenue, Suite 14600, San Francisco, CA 94102",415-557-2312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/6ba768a4-2756-42b5-a5c5-f6b8b5db0491,,Phillip Chen,Phillip,,Chen,,,,Republican,,Incumbent,State House District 51,,,Male,,,State Representative District 51,,,,,,,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/chen.jpg,,,,,,,"3 Pointe Drive, Suite 313, Brea, CA 92821",714-529-5502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/63a9e3aa-9baf-444e-820e-1d1caaf2aa3e,,Randy Voepel,Randy,,Voepel,,,,Republican,,Incumbent,State House District 51,,,Male,,,State Representative District 51,,,,,,,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/voepel.jpg,,,,,,,"8760 Cuyamaca Street, Suite 201, Santee, CA 92071",619-258-7737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/2918acca-40a2-4819-a79a-b2873c7895bc,,Rebecca Bauer-Kahan,Rebecca,,Bauer-Kahan,,,,Democratic,,Incumbent,State House District 51,,,Female,,,State Representative District 51,,,,,,,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/a16_r_b_kahan.jpg,,,,,,,"12677 Alcosta Boulevard, Suite 395, San Ramon, CA 94583",925-244-1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/9f520ee9-8314-4029-8752-e6107f2e734e,,"Reginald Byron Jones-Sawyer, Sr.",Reginald,Byron,Jones-Sawyer,,,Sr.,Democratic,,Incumbent,State House District 51,,,Male,,,State Representative District 51,,,,,,,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/jones-sawyer-014-02-06-19.jpg,,,,,,,"700 Exposition Park Drive, Los Angeles, CA 90037",213-744-2111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/550a055e-b1d5-406d-9ecb-0f02818baa74,,Richard Bloom,Richard,,Bloom,,,,Democratic,,Incumbent,State House District 51,,,Male,,,State Representative District 51,,,,,,,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/AD50-Bloom.jpg,,,,,,,"2800 28th Street, Suite 105, Santa Monica, CA 90405",310-450-0041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/26cbb5a7-e485-41f6-9cb6-be82cbef73db,,Richard D. Roth,Richard,D.,Roth,,,,Democratic,,Incumbent,State House District 51,,,Male,,,State Representative District 51,,,,,,,https://www.senate.ca.gov/sites/senate.ca.gov/files/senator_photos/roth-richard.jpg,,,,,,,"3737 Main Street, Suite 104, Riverside, CA 92501",951-680-6750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/96c9e551-f768-41c7-ab17-0f204c6be259,,Richard Pan,Richard,,Pan,,,,Democratic,,Incumbent,State House District 51,,,Male,,,State Representative District 51,,,,,,,https://www.senate.ca.gov/sites/senate.ca.gov/files/senator_photos/pan-richard.jpg,,,,,,,"2251 Florin Road, Suite 156, Sacramento, CA 95822",916-262-2904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/d7e883c1-2011-45a1-b5bd-00e2046fa0fd,,Robert M. Hertzberg,Robert,M.,Hertzberg,,,,Democratic,,Incumbent,State House District 51,,,Male,,,State Representative District 51,,,,,,,https://www.senate.ca.gov/sites/senate.ca.gov/files/senator_photos/hertzberg_0705_lls_hsedcr.jpg,,,,,,,"6150 Van Nuys Blvd., Suite 400, Van Nuys, CA 91401",818-901-5588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/68f5ee30-aa70-489b-84b7-6501e6188751,,Robert Rivas,Robert,,Rivas,,,,Democratic,,Incumbent,State House District 51,,,Male,,,State Representative District 51,,,,,,,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/a30_r_rivas.jpg,,,,,,,"17555 Peak Avenue, Morgan Hill, CA 95037",831-256-1272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/cb5b9356-6798-44d2-8dc2-caf5651ac4e3,,Rosilicie Ochoa Bogh,Rosilicie,Ochoa,Bogh,,,,Republican,,Incumbent,State House District 51,,,,,,State Representative District 51,,,,,,,https://www.senate.ca.gov/sites/senate.ca.gov/files/senator_photos/sd23_ochoa_bogh.jpg,,,,,,,"1758 Orange Tree Lane, Suite B, Redlands, CA 92374",909-335-0271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/7e9b4527-8dc0-4525-9394-23909909e953,,"Rudy Salas, Jr.",Rudy,,Salas,,,Jr.,Democratic,,Incumbent,State House District 51,,,Male,,,State Representative District 51,,,,,,,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/AD32-Salas_0.jpg,,,,,,,"113 Court Street, Suite 201, Hanford, CA 93230",559-585-7170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/61cc77e3-551f-40e6-bb6f-16edd89b04db,,Sabrina Cervantes,Sabrina,,Cervantes,,,,Democratic,,Incumbent,State House District 51,,,Female,,,State Representative District 51,,,,,,,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/ad60_cervantes_roster150_20161205.jpg,,,,,,,"391 North Main Street, Suite 210, Corona, CA 92878",951-371-6860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/de84277e-1c23-4036-bd64-b27c310a1c0e,,Scott D. Wiener,Scott,D.,Wiener,,,,Democratic,,Incumbent,State House District 51,,,Male,,,State Representative District 51,,,,,,,https://www.senate.ca.gov/sites/senate.ca.gov/files/senator_photos/wiener.jpg,,,,,,,"455 Golden Gate Avenue, Suite 14800, San Francisco, CA 94102",415-557-1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/f82658a8-e4e5-4f12-807b-b1eec79782d1,,Scott Wilk,Scott,,Wilk,,,,Republican,,Incumbent,State House District 51,,,Male,,,State Representative District 51,,,,,,,https://www.senate.ca.gov/sites/senate.ca.gov/files/senator_photos/wilk.jpg,,,,,,,"14343 Civic Drive, First Floor, Victorville, CA 92392",760-843-8414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/b4b8e8fb-831b-4cae-9081-b8f75477fcd0,,Shannon Grove,Shannon,,Grove,,,,Republican,,Incumbent,State House District 51,,,Female,,,State Representative District 51,,,,,,,https://www.senate.ca.gov/sites/senate.ca.gov/files/senator_photos/grove_hs_0625_lls.jpg,,,,,,,"7248 Joshua Lane, Suite B, Yucca Valley, CA 92284",760-228-3136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/840aa009-3ae4-4484-b9f0-5c5f5060e7db,,Sharon Quirk-Silva,Sharon,,Quirk-Silva,,,,Democratic,,Incumbent,State House District 51,,,Female,,,State Representative District 51,,,,,,,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/ad65_quirk-silva_siteportrait.jpg,,,,,,,"1440 North Harbor Boulevard, Suite 270, Fullerton, CA 92835",714-525-6515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/1e0ccfc0-2d57-4e57-8d16-589d07c1bc72,,Steve Bennett,Steve,,Bennett,,,,Democratic,,Incumbent,State House District 51,,,,,,State Representative District 51,,,,,,,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/official_portrait_0.jpg,,,,,,,"89 South California Street, Suite F, Ventura, CA 93001",805-641-3700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/99fd8cce-55ba-493a-b787-e339a57de7df,,Steven Bradford,Steven,,Bradford,,,,Democratic,,Incumbent,State House District 51,,,Male,,,State Representative District 51,,,,,,,https://www.senate.ca.gov/sites/senate.ca.gov/files/senator_photos/bradford.jpg,,,,,,,"302 W. 5th Street, Suite 203, San Pedro, CA 90731",310-514-8573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/9521850c-594d-415b-becf-002add076e86,,Steven M. Glazer,Steven,M.,Glazer,,,,Democratic,,Incumbent,State House District 51,,,Male,,,State Representative District 51,,,,,,,https://www.senate.ca.gov/sites/senate.ca.gov/files/senator_photos/glazer-steven.jpg,,,,,,,"420 W. 3rd Street, Antioch, CA 94509",925-754-1461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/8b61aa87-d573-47e2-b17b-bd0edd3c8cf2,,"Steven S. Choi, Ph.D.",Steven,S.,Choi,,,Ph.D.,Republican,,Incumbent,State House District 51,,,Male,,,State Representative District 51,,,,,,,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/choi.jpg,,,,,,,"3240 El Camino Real, Suite 110, Irvine, CA 92602",714-665-6868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/cb0f6477-568f-49db-aba3-f88e7bccbefc,,Susan Rubio,Susan,,Rubio,,,,Democratic,,Incumbent,State House District 51,,,Female,,,State Representative District 51,,,,,,,https://www.senate.ca.gov/sites/senate.ca.gov/files/senator_photos/senator_rubio.jpg,,,,,,,"100 S. Vincent Avenue, Suite 401, West Covina, CA 91790",626-430-2499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/796593d1-498e-4980-bd5e-2db033754c62,,Susan Talamantes Eggman,Susan,Talamantes,Eggman,,,,Democratic,,Incumbent,State House District 51,,,Female,,,State Representative District 51,,,,,,,https://www.senate.ca.gov/sites/senate.ca.gov/files/senator_photos/eggman-susan.jpg,,,,,,,"31 E. Channel Street, Suite 440, Stockton, CA 95202",209-948-7930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/fb1c2c06-108c-41bf-9f08-44a9f8e0cb08,,Suzette Martinez Valladares,Suzette,Martinez,Valladares,,,,Republican,,Incumbent,State House District 51,,,,,,State Representative District 51,,,,,,,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/arc_new_member_headshots_asm.ca_.gov_120x150px_valladares.jpg,,,,,,,"27441 Tourney Road, Suite 160, Santa Clarita, CA 91355",661-286-1565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/93b85e3f-af14-4792-ae2e-06bcdaf04aa1,,Sydney Kamlager,Sydney,,Kamlager,,,,Democratic,,Incumbent,State House District 51,,,Female,,,State Representative District 51,,,,,,,https://www.senate.ca.gov/sites/senate.ca.gov/files/senator_photos/kamlager-sydney-sd30.jpg,,,,,,,"700 Exposition Park Drive, Los Angeles, CA 90037",213-745-6656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/9e69729e-4383-410b-840e-ad4ea0f1ab4a,,Tasha Boerner Horvath,Tasha,Boerner,Horvath,,,,Democratic,,Incumbent,State House District 51,,,Female,,,State Representative District 51,,,,,,,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/a76_t_b_horvath.jpg,,,,,,,"325 Carlsbad Village Drive, Suite A-2, Carlsbad, CA 92008",760-434-7605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/cecabb81-51ab-46f5-9815-cc3486da0632,,Thomas J. Umberg,Thomas,J.,Umberg,,,,Democratic,,Incumbent,State House District 51,,,Male,,,State Representative District 51,,,,,,,https://www.senate.ca.gov/sites/senate.ca.gov/files/senator_photos/senator_umberg.jpg,,,,,,,"1000 East Santa Ana Blvd., Suite 220B, Santa Ana, CA 92701",714-558-3785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/0ac8bd1c-0b72-4406-9b13-bb741e42d132,,"Thurston ""Smitty"" Smith",Thurston,,Smith,"""Smitty""",,,Republican,,Incumbent,State House District 51,,,,,,State Representative District 51,,,,,,,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/arc_new_member_headshots_asm.ca_.gov_120x150px_smith.jpg,,,,,,,"9700 Seventh Avenue, Suite 227, Hesperia, CA 92345",760-244-5277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ocd-person/972cffb0-32a6-4cef-8a0f-a8cd901395b0,,Timothy S. Grayson,Timothy,S.,Grayson,,,,Democratic,,Incumbent,State House District 51,,,Male,,,State Representative District 51,,,,,,,https://www.assembly.ca.gov/sites/assembly.ca.gov/files/memberphotos/ad14_header.jpg,,,,,,,"420 Virginia Street, Suite C-1, Vallejo, CA 94590",707-642-0314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
