Researcher,id,name,State,official biography,biography,facebook,Facebook (Official),Facebook (Personal),Facebook (Campaign),twitter,Twitter (Official),Twitter (Personal),Twitter (Campaign),current_party,current_district,current_chamber,title,status,given_name,family_name,gender,email,birth_date,death_date,image,links,sources,capitol_address,capitol_voice,capitol_fax,district_address,district_voice,district_fax,youtube,instagram,Instagram (Official),Instagram (Personal),Instagram (Campaign),Campaign mailing address,Campaign phone,LinkedIn
,n/a,Tom McClintock,CA,,,n/a,n/a,,https://www.facebook.com/jointom,n/a,n/a,, https://www.twitter.com/tommcclintock,Republican Party,U.S. House California District 5,U.S. House California District 5,,Candidate,Tom,McClintock,Male,,,n/a,,n/a,http://www.tommcclintock.com,n/a,n/a,n/a,n/a,n/a,n/a,https://www.youtube.com/user/votemcclintock,n/a,n/a,,,"PO Box 1198, Rocklin, CA 95677",916-787-0112,https://www.linkedin.com/in/tom-mcclintock-00746b1a0/
,n/a,Scott Peters,CA,,,n/a,n/a,,https://www.facebook.com/scottpeterssandiego,n/a,n/a,, https://www.twitter.com/ScottPetersCA50,Democratic Party,U.S. House California District 50,U.S. House California District 50,,Candidate,Scott,Peters,Male,getinvolved@scottpeters.com,,n/a,,n/a,https://scottpeters.com/,n/a,n/a,n/a,n/a,n/a,n/a,https://www.youtube.com/channel/UCsUeWfm1cBZVMkuslQaBLZQ,n/a,n/a,,https://www.instagram.com/scottpetersca50/,"PO Box 22074, San Diego, CA 92192",858-848-7515,https://www.linkedin.com/in/scott-peters-50580aa/
,n/a,Corey Gustafson,CA,,,n/a,n/a,,https://www.facebook.com/CoreyforCongress/,n/a,n/a,, https://www.twitter.com/CoreyCA50,Republican Party,U.S. House California District 50,U.S. House California District 50,,Candidate,Corey,Gustafson,,,,n/a,,n/a,https://www.coreyforsandiego.com/,n/a,n/a,n/a,n/a,n/a,n/a,https://www.youtube.com/channel/UCqF88J-SxDG-yn3JeTnTsXw,n/a,n/a,,https://www.instagram.com/coreyforcongress/,"P.O. Box 28363, San Diego, CA 92128",,
,n/a,Scott Peters,CA,,,n/a,n/a,,https://www.facebook.com/scottpeterssandiego,n/a,n/a,, https://www.twitter.com/ScottPetersCA50,Democratic Party,U.S. House California District 50,U.S. House California District 50,,Candidate,Scott,Peters,Male,getinvolved@scottpeters.com,,n/a,,n/a,https://scottpeters.com/,n/a,n/a,n/a,n/a,n/a,n/a,https://www.youtube.com/channel/UCsUeWfm1cBZVMkuslQaBLZQ,n/a,n/a,,https://www.instagram.com/scottpetersca50/,"PO Box 22074, San Diego, CA 92192",858-848-7515,https://www.linkedin.com/in/scott-peters-50580aa/
,n/a,Corey Gustafson,CA,,,n/a,n/a,,https://www.facebook.com/CoreyforCongress/,n/a,n/a,, https://www.twitter.com/CoreyCA50,Republican Party,U.S. House California District 50,U.S. House California District 50,,Candidate,Corey,Gustafson,,,,n/a,,n/a,https://www.coreyforsandiego.com/,n/a,n/a,n/a,n/a,n/a,n/a,https://www.youtube.com/channel/UCqF88J-SxDG-yn3JeTnTsXw,n/a,n/a,,https://www.instagram.com/coreyforcongress/,"P.O. Box 28363, San Diego, CA 92128",,
,n/a,Sara Jacobs,CA,,,n/a,n/a,,https://www.facebook.com/SaraJacobsCA/,n/a,n/a,, https://www.twitter.com/SaraJacobsCA,Democratic Party,U.S. House California District 51,U.S. House California District 51,,Candidate,Sara,Jacobs,Female,info@sarajacobsforca.com,,n/a,,n/a,https://sarajacobsforca.com/,n/a,n/a,n/a,n/a,n/a,n/a,https://www.youtube.com/channel/UC66U6ma51475jG8aUzjGzVw,n/a,n/a,,https://www.instagram.com/sarajacobsca/,"PO Box 120085, San Diego, CA 92112",619-259-0215,
,n/a,Stan Caplan,CA,,,n/a,n/a,,https://www.facebook.com/caplanforcongress,n/a,n/a,,,Republican Party,U.S. House California District 51,U.S. House California District 51,,Candidate,Stan,Caplan,Male,,,n/a,,n/a,https://www.caplanforcongress.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,"970 Seacoast Drive Suite 7, Imperial Beach, CA 91932",,
,n/a,Sara Jacobs,CA,,,n/a,n/a,,https://www.facebook.com/SaraJacobsCA/,n/a,n/a,, https://www.twitter.com/SaraJacobsCA,Democratic Party,U.S. House California District 51,U.S. House California District 51,,Candidate,Sara,Jacobs,Female,info@sarajacobsforca.com,,n/a,,n/a,https://sarajacobsforca.com/,n/a,n/a,n/a,n/a,n/a,n/a,https://www.youtube.com/channel/UC66U6ma51475jG8aUzjGzVw,n/a,n/a,,https://www.instagram.com/sarajacobsca/,"PO Box 120085, San Diego, CA 92112",619-259-0215,
,n/a,Stan Caplan,CA,,,n/a,n/a,,https://www.facebook.com/caplanforcongress,n/a,n/a,,,Republican Party,U.S. House California District 51,U.S. House California District 51,,Candidate,Stan,Caplan,Male,,,n/a,,n/a,https://www.caplanforcongress.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,"970 Seacoast Drive Suite 7, Imperial Beach, CA 91932",,
,n/a,Juan Vargas,CA,,,n/a,n/a,,https://www.facebook.com/juanvargas4ca,n/a,n/a,, https://www.twitter.com/JuanVargas4CA,Democratic Party,U.S. House California District 52,U.S. House California District 52,,Candidate,Juan,Vargas,Male,info@votevargas.com,,n/a,,n/a,https://www.votevargas.com,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,"374 N COAST HWY 101, STE 2, ENCINITAS, CA 92024",619-804-6200,
,n/a,Tyler Geffeney,CA,,,n/a,n/a,,https://www.facebook.com/tyler4congress,n/a,n/a,,,Republican Party,U.S. House California District 52,U.S. House California District 52,,Candidate,Tyler,Geffeney,Male,tyler@tyler4congress.com,,n/a,,n/a,https://tyler4congress.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,https://www.instagram.com/tyler.geffeney/,,442-444-0078,
,n/a,Juan Vargas,CA,,,n/a,n/a,,https://www.facebook.com/juanvargas4ca,n/a,n/a,, https://www.twitter.com/JuanVargas4CA,Democratic Party,U.S. House California District 52,U.S. House California District 52,,Candidate,Juan,Vargas,Male,info@votevargas.com,,n/a,,n/a,https://www.votevargas.com,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,"374 N COAST HWY 101, STE 2, ENCINITAS, CA 92024",619-804-6200,
,n/a,Tyler Geffeney,CA,,,n/a,n/a,,https://www.facebook.com/tyler4congress,n/a,n/a,,,Republican Party,U.S. House California District 52,U.S. House California District 52,,Candidate,Tyler,Geffeney,Male,tyler@tyler4congress.com,,n/a,,n/a,https://tyler4congress.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,https://www.instagram.com/tyler.geffeney/,,442-444-0078,
,n/a,Ami Bera,CA,,,n/a,n/a,,https://www.facebook.com/BeraForCongress,n/a,n/a,, https://www.twitter.com/BeraForCongress,Democratic Party,U.S. House California District 6,U.S. House California District 6,,Candidate,Ami,Bera,Male,info@beraforcongress.com,,n/a,,n/a,https://beraforcongress.com,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,"PO Box 582496, Elk Grove, CA 95758",916-235-3778,
,n/a,Tamika Hamilton,CA,,,n/a,n/a,https://www.facebook.com/tamika.hamilton.988,https://www.facebook.com/TamikaforCongress,n/a,n/a,, https://www.twitter.com/TamikaGHamilton,Republican Party,U.S. House California District 6,U.S. House California District 6,,Candidate,Tamika,Hamilton,Female,,,n/a,,n/a,https://votetamika.org/,n/a,n/a,n/a,n/a,n/a,n/a,https://www.youtube.com/channel/UCkcBpEvSSQr3cV15lLseB0A,n/a,n/a,,https://www.instagram.com/tamikaforcongress/,"2 Civic Center Drive #4338, San Rafael, CA 94913-5703",,
,n/a,Ami Bera,CA,,,n/a,n/a,,https://www.facebook.com/BeraForCongress,n/a,n/a,, https://www.twitter.com/BeraForCongress,Democratic Party,U.S. House California District 6,U.S. House California District 6,,Candidate,Ami,Bera,Male,info@beraforcongress.com,,n/a,,n/a,https://beraforcongress.com,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,"PO Box 582496, Elk Grove, CA 95758",916-235-3778,
,n/a,Tamika Hamilton,CA,,,n/a,n/a,https://www.facebook.com/tamika.hamilton.988,https://www.facebook.com/TamikaforCongress,n/a,n/a,, https://www.twitter.com/TamikaGHamilton,Republican Party,U.S. House California District 6,U.S. House California District 6,,Candidate,Tamika,Hamilton,Female,,,n/a,,n/a,https://votetamika.org/,n/a,n/a,n/a,n/a,n/a,n/a,https://www.youtube.com/channel/UCkcBpEvSSQr3cV15lLseB0A,n/a,n/a,,https://www.instagram.com/tamikaforcongress/,"2 Civic Center Drive #4338, San Rafael, CA 94913-5703",,
,n/a,Doris Matsui,CA,,,n/a,n/a,,https://www.facebook.com/Matsui4Congress,n/a,n/a,, https://www.twitter.com/Matsui4Congress,Democratic Party,U.S. House California District 7,U.S. House California District 7,,Candidate,Doris,Matsui,Female,Sacramento4Doris@gmail.com,,n/a,,n/a,https://www.matsuiforcongress.com,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,"P.O. Box 1738, Sacramento, CA 95812",916-551-1429,
,n/a,Max Semenenko,CA,,,n/a,n/a,,https://www.facebook.com/MaxSemenenkoPage,n/a,n/a,,,Republican Party,U.S. House California District 7,U.S. House California District 7,,Candidate,Max,Semenenko,,info@max.vote,,n/a,,n/a,https://max.vote/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,P.O. Box 2118 North Highlands CA 95660,,https://www.linkedin.com/in/mdiplus/
,n/a,Doris Matsui,CA,,,n/a,n/a,,https://www.facebook.com/Matsui4Congress,n/a,n/a,, https://www.twitter.com/Matsui4Congress,Democratic Party,U.S. House California District 7,U.S. House California District 7,,Candidate,Doris,Matsui,Female,Sacramento4Doris@gmail.com,,n/a,,n/a,https://www.matsuiforcongress.com,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,"P.O. Box 1738, Sacramento, CA 95812",916-551-1429,
,n/a,Max Semenenko,CA,,,n/a,n/a,,https://www.facebook.com/MaxSemenenkoPage,n/a,n/a,,,Republican Party,U.S. House California District 7,U.S. House California District 7,,Candidate,Max,Semenenko,,info@max.vote,,n/a,,n/a,https://max.vote/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,P.O. Box 2118 North Highlands CA 95660,,https://www.linkedin.com/in/mdiplus/
,n/a,John Garamendi,CA,,,n/a,n/a,https://www.facebook.com/garamendi,https://www.facebook.com/johngaramendi,n/a,n/a,, https://www.twitter.com/JohnGaramendi,Democratic Party,U.S. House California District 8,U.S. House California District 8,,Candidate,John,Garamendi,Male,jgaramendi@garamendi.org,,n/a,,n/a,https://www.garamendi.org,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,https://www.instagram.com/john.garamendi/,"PO BOX 2978, FAIRFIELD, CA 94533",916-776-1838,https://www.linkedin.com/in/john-garamendi-790b18b/
,n/a,Rudy Recile,CA,,,n/a,n/a,,https://www.facebook.com/rudyforuscongress/,n/a,n/a,, https://www.twitter.com/Rudy4USCongress,Republican Party,U.S. House California District 8,U.S. House California District 8,,Candidate,Rudy,Recile,Male,,,n/a,,n/a,https://www.rudyforuscongress.com,n/a,n/a,n/a,n/a,n/a,n/a,https://www.youtube.com/channel/UCJbRsw3SAqDIL7AECtXphSw,n/a,n/a,,,"607 Elmira Road Suite 288, Vacaville, CA 95687",,
,n/a,John Garamendi,CA,,,n/a,n/a,https://www.facebook.com/garamendi,https://www.facebook.com/johngaramendi,n/a,n/a,, https://www.twitter.com/JohnGaramendi,Democratic Party,U.S. House California District 8,U.S. House California District 8,,Candidate,John,Garamendi,Male,jgaramendi@garamendi.org,,n/a,,n/a,https://www.garamendi.org,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,https://www.instagram.com/john.garamendi/,"PO BOX 2978, FAIRFIELD, CA 94533",916-776-1838,https://www.linkedin.com/in/john-garamendi-790b18b/
,n/a,Rudy Recile,CA,,,n/a,n/a,,https://www.facebook.com/rudyforuscongress/,n/a,n/a,, https://www.twitter.com/Rudy4USCongress,Republican Party,U.S. House California District 8,U.S. House California District 8,,Candidate,Rudy,Recile,Male,,,n/a,,n/a,https://www.rudyforuscongress.com,n/a,n/a,n/a,n/a,n/a,n/a,https://www.youtube.com/channel/UCJbRsw3SAqDIL7AECtXphSw,n/a,n/a,,,"607 Elmira Road Suite 288, Vacaville, CA 95687",,
,n/a,Josh Harder,CA,,,n/a,n/a,https://www.facebook.com/profile.php?id=209113,https://www.facebook.com/harderforcongress/,n/a,n/a,, https://www.twitter.com/JoshHarder,Democratic Party,U.S. House California District 9,U.S. House California District 9,,Candidate,Josh,Harder,Male,contact@harderforcongress.com,,n/a,,n/a,https://www.harderforcongress.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,https://www.instagram.com/harderforcongress/,"PO Box 4426, Modesto, CA 95352",209-214-8089,https://www.linkedin.com/in/joshharder/
,n/a,Tom Patti,CA,,,n/a,n/a,https://www.facebook.com/profile.php?id=100002120829927,https://www.facebook.com/tompattistockton/,n/a,n/a,, https://www.twitter.com/SupeTomPatti,Republican Party,U.S. House California District 9,U.S. House California District 9,,Candidate,Tom,Patti,Male,,,n/a,,n/a,https://www.tompattiforcongress.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,https://www.instagram.com/tompattisj/,,"PO Box 730, Hilmar, CA 95324",,https://www.linkedin.com/in/tom-patti-250a7940/
,n/a,Josh Harder,CA,,,n/a,n/a,https://www.facebook.com/profile.php?id=209113,https://www.facebook.com/harderforcongress/,n/a,n/a,, https://www.twitter.com/JoshHarder,Democratic Party,U.S. House California District 9,U.S. House California District 9,,Candidate,Josh,Harder,Male,contact@harderforcongress.com,,n/a,,n/a,https://www.harderforcongress.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,https://www.instagram.com/harderforcongress/,"PO Box 4426, Modesto, CA 95352",209-214-8089,https://www.linkedin.com/in/joshharder/
,n/a,Tom Patti,CA,,,n/a,n/a,https://www.facebook.com/profile.php?id=100002120829927,https://www.facebook.com/tompattistockton/,n/a,n/a,, https://www.twitter.com/SupeTomPatti,Republican Party,U.S. House California District 9,U.S. House California District 9,,Candidate,Tom,Patti,Male,,,n/a,,n/a,https://www.tompattiforcongress.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,https://www.instagram.com/tompattisj/,,"PO Box 730, Hilmar, CA 95324",,https://www.linkedin.com/in/tom-patti-250a7940/
,n/a,Alex Padilla,CA,,,n/a,n/a,,https://www.facebook.com/alexpadilla4ca,n/a,n/a,, https://www.twitter.com/AlexPadilla4CA,Democratic Party,U.S. Senate California,U.S. Senate California,,Candidate,Alex,Padilla,Male,alex@alex-padilla.com,,n/a,,n/a,https://alex-padilla.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,https://www.instagram.com/alexpadilla4ca/,"777 S. Figueroa Street, Suite 4050, Los Angeles, CA 90017",,https://www.linkedin.com/in/alex-padilla-6b2411b/
,n/a,Alex Padilla,CA,,,n/a,n/a,,,n/a,n/a,,,Democratic Party,U.S. Senate California,U.S. Senate California,,Candidate,Alex,Padilla,Male,,,n/a,,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,https://www.linkedin.com/in/alex-padilla-6b2411b/
,n/a,Mark Meuser,CA,,,n/a,n/a,https://www.facebook.com/MarkMeuser,https://www.facebook.com/markpmeuser/,n/a,n/a,, https://www.twitter.com/markmeuser,Republican Party,U.S. Senate California,U.S. Senate California,,Candidate,Mark,Meuser,Male,contact@markmeuser.com,,n/a,,n/a,http://www.markmeuser.com/,n/a,n/a,n/a,n/a,n/a,n/a,https://www.youtube.com/user/markmeuser/featured,n/a,n/a,,https://www.instagram.com/markmeuser/,"9070 Irvine Center Drive #150, Irvine, CA 92618",209-763-8737,https://www.linkedin.com/in/mark-meuser-955b086/
,n/a,Mark Meuser,CA,,,n/a,n/a,https://www.facebook.com/MarkMeuser,https://www.facebook.com/markpmeuser/,n/a,n/a,, https://www.twitter.com/markmeuser,Republican Party,U.S. Senate California,U.S. Senate California,,Candidate,Mark,Meuser,Male,contact@markmeuser.com,,n/a,,n/a,http://www.markmeuser.com/,n/a,n/a,n/a,n/a,n/a,n/a,https://www.youtube.com/user/markmeuser/featured,n/a,n/a,,https://www.instagram.com/markmeuser/,"9070 Irvine Center Drive #150, Irvine, CA 92618",209-763-8737,https://www.linkedin.com/in/mark-meuser-955b086/
,n/a,Marc Roth,CA,,,n/a,n/a,https://www.facebook.com/TheITSystem,,n/a,n/a, https://www.twitter.com/TheITSystem,,No party preference,U.S. Senate California,U.S. Senate California,,Candidate,Marc,Roth,Male,,,n/a,,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,https://www.linkedin.com/in/makeanything/
,n/a,Lily Zhou,CA,,,n/a,n/a,https://www.facebook.com/Lilyz8,https://www.facebook.com/lilyzsenate2022,n/a,n/a, https://www.twitter.com/theZmedia, https://www.twitter.com/lilyzhou2022,Republican Party,U.S. Senate California,U.S. Senate California,,Candidate,Lily,Zhou,Female,lilyzsenate2022@gmail.com,,n/a,,n/a,https://www.lilyzsenate2022.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,https://www.instagram.com/lily.zsenate2022/,"3550 Lebon Drive, #6417, San Diego, CA 92122",760-402-1483,https://www.linkedin.com/in/lily-zhou-00b2152b/
,n/a,Irene Ratliff,CA,,,n/a,n/a,,,n/a,n/a,,,No party preference,U.S. Senate California,U.S. Senate California,,Candidate,Irene,Ratliff,Female,,,n/a,,n/a,https://www.ireneratliff.com,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,
,n/a,Mark Ruzon,CA,,,n/a,n/a,,,n/a,n/a,,,No party preference,U.S. Senate California,U.S. Senate California,,Candidate,Mark,Ruzon,,,,n/a,,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,
,n/a,Alex Padilla,CA,,,n/a,n/a,,https://www.facebook.com/alexpadilla4ca,n/a,n/a,, https://www.twitter.com/AlexPadilla4CA,Democratic Party,U.S. Senate California,U.S. Senate California,,Candidate,Alex,Padilla,Male,alex@alex-padilla.com,,n/a,,n/a,https://alex-padilla.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,https://www.instagram.com/alexpadilla4ca/,"777 S. Figueroa Street, Suite 4050, Los Angeles, CA 90017",,https://www.linkedin.com/in/alex-padilla-6b2411b/
,n/a,Alex Padilla,CA,,,n/a,n/a,,,n/a,n/a,,,Democratic Party,U.S. Senate California,U.S. Senate California,,Candidate,Alex,Padilla,Male,,,n/a,,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,https://www.linkedin.com/in/alex-padilla-6b2411b/
,n/a,Mark Meuser,CA,,,n/a,n/a,https://www.facebook.com/MarkMeuser,https://www.facebook.com/markpmeuser/,n/a,n/a,, https://www.twitter.com/markmeuser,Republican Party,U.S. Senate California,U.S. Senate California,,Candidate,Mark,Meuser,Male,contact@markmeuser.com,,n/a,,n/a,http://www.markmeuser.com/,n/a,n/a,n/a,n/a,n/a,n/a,https://www.youtube.com/user/markmeuser/featured,n/a,n/a,,https://www.instagram.com/markmeuser/,"9070 Irvine Center Drive #150, Irvine, CA 92618",209-763-8737,https://www.linkedin.com/in/mark-meuser-955b086/
,n/a,Mark Meuser,CA,,,n/a,n/a,https://www.facebook.com/MarkMeuser,https://www.facebook.com/markpmeuser/,n/a,n/a,, https://www.twitter.com/markmeuser,Republican Party,U.S. Senate California,U.S. Senate California,,Candidate,Mark,Meuser,Male,contact@markmeuser.com,,n/a,,n/a,http://www.markmeuser.com/,n/a,n/a,n/a,n/a,n/a,n/a,https://www.youtube.com/user/markmeuser/featured,n/a,n/a,,https://www.instagram.com/markmeuser/,"9070 Irvine Center Drive #150, Irvine, CA 92618",209-763-8737,https://www.linkedin.com/in/mark-meuser-955b086/
,n/a,Rob Bonta,CA,,,n/a,n/a,,https://www.facebook.com/RobBonta,n/a,n/a, https://www.twitter.com/bontaforag, https://www.twitter.com/RobBonta,Democratic Party,Attorney General of California,Attorney General of California,,Candidate,Rob,Bonta,Male,info@robbonta.com,,n/a,,n/a,https://robbonta.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,https://www.instagram.com/robbonta/,"P.O. Box 6495, Alameda, CA 94501",,https://www.linkedin.com/in/rob-bonta-4730783/
,n/a,Nathan Hochman,CA,,,n/a,n/a,,https://www.facebook.com/NathanHochmanAG,n/a,n/a,, https://www.twitter.com/NathanHochmanAG,Republican Party,Attorney General of California,Attorney General of California,,Candidate,Nathan,Hochman,Male,Press@nathanhochman.com,,n/a,,n/a,http://www.nathanhochman.com/,n/a,n/a,n/a,n/a,n/a,n/a,https://www.youtube.com/channel/UCpZaOSKQ-FyD0AXZ0FrGRuQ,n/a,n/a,,https://www.instagram.com/nathanhochmanforag,"PO Box 981415, West Sacramento, CA 95799",,https://www.linkedin.com/in/nathan-j-hochman-8a763018/
,n/a,Rob Bonta,CA,,,n/a,n/a,,https://www.facebook.com/RobBonta,n/a,n/a, https://www.twitter.com/bontaforag, https://www.twitter.com/RobBonta,Democratic Party,Attorney General of California,Attorney General of California,,Candidate,Rob,Bonta,Male,info@robbonta.com,,n/a,,n/a,https://robbonta.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,https://www.instagram.com/robbonta/,"P.O. Box 6495, Alameda, CA 94501",,https://www.linkedin.com/in/rob-bonta-4730783/
,n/a,Nathan Hochman,CA,,,n/a,n/a,,https://www.facebook.com/NathanHochmanAG,n/a,n/a,, https://www.twitter.com/NathanHochmanAG,Republican Party,Attorney General of California,Attorney General of California,,Candidate,Nathan,Hochman,Male,Press@nathanhochman.com,,n/a,,n/a,http://www.nathanhochman.com/,n/a,n/a,n/a,n/a,n/a,n/a,https://www.youtube.com/channel/UCpZaOSKQ-FyD0AXZ0FrGRuQ,n/a,n/a,,https://www.instagram.com/nathanhochmanforag,"PO Box 981415, West Sacramento, CA 95799",,https://www.linkedin.com/in/nathan-j-hochman-8a763018/
,n/a,Greg Conlon,CA,,,n/a,n/a,https://www.facebook.com/gregconlon,,n/a,n/a, https://www.twitter.com/GregConlon,,Republican Party,California Commissioner of Insurance,California Commissioner of Insurance,,Candidate,Greg,Conlon,Male,conlonpg@msn.com,,n/a,,n/a,https://www.gregconlon.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,"43 Virginia Ln, Atherton, CA 94027",650-315-4956,https://www.linkedin.com/in/greg-conlon-5b4b9727/
,n/a,Marc Levine,CA,,,n/a,n/a,https://www.facebook.com/marcblevine,https://www.facebook.com/marclevineca,n/a,n/a,, https://www.twitter.com/MarcLevine,Democratic Party,California Commissioner of Insurance,California Commissioner of Insurance,,Candidate,Marc,Levine,Male,info@marclevine.org,,n/a,,n/a,https://www.marclevine.org/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,https://www.instagram.com/marclevine/,,,https://www.linkedin.com/in/marclevine/
,n/a,Nathalie Hrizi,CA,,,n/a,n/a,https://www.facebook.com/MaestraCommie,,n/a,n/a, https://www.twitter.com/maestracommie,,Peace and Freedom Party,California Commissioner of Insurance,California Commissioner of Insurance,,Candidate,Nathalie,Hrizi,Female,hrizi4commissioner@gmail.com,,n/a,,n/a,https://hrizi4commissioner.com/,n/a,n/a,n/a,n/a,n/a,n/a,https://www.youtube.com/channel/UC9sfvqKcdFnfVKRJMfUWvYw,n/a,n/a,https://www.instagram.com/commiemommy/,https://www.instagram.com/hrizi4commissioner/,"2969 Mission Street, San Francisco, CA 94110",415-821-6171,https://www.linkedin.com/in/nathalie-hrizi-aa1686a0/
,n/a,Ricardo Lara,CA,,,n/a,n/a,https://www.facebook.com/ricardolara2012,https://www.facebook.com/RicardoLara4CA,n/a,n/a,, https://www.twitter.com/RicardoLara4CA,Democratic Party,California Commissioner of Insurance,California Commissioner of Insurance,,Candidate,Ricardo,Lara,Male,info@ricardolara.com,,n/a,,n/a,https://ricardolara.com,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,https://www.instagram.com/ricardolara4CA/,"5445 Madison Avenue, Sacramento, CA 95814",213-293-9546,https://www.linkedin.com/in/ricardo-lara-1784b816/
,n/a,Veronika Fimbres,CA,,,n/a,n/a,https://www.facebook.com/veronika.fimbres,,n/a,n/a, https://www.twitter.com/veronika4ca,,Green Party,California Commissioner of Insurance,California Commissioner of Insurance,,Candidate,Veronika,Fimbres,Female,,,n/a,,n/a,https://www.veronika4ca.com,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,https://www.linkedin.com/in/veronikafimbres
,n/a,Robert Howell,CA,,,n/a,n/a,,,n/a,n/a,,,Republican Party,California Commissioner of Insurance,California Commissioner of Insurance,,Candidate,Robert,Howell,Male,,,n/a,,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,
,n/a,Eugene Allen,CA,,,n/a,n/a,https://www.facebook.com/eugene.allen.3950,https://www.facebook.com/profile.php?id=100075595850826,n/a,n/a,, https://www.twitter.com/DrAllenLA,Democratic Party,California Commissioner of Insurance,California Commissioner of Insurance,,Candidate,Eugene,Allen,Male,eugeneallen@electdrallen2022.com,,n/a,,n/a,https://www.electdrallen2022.com/,n/a,n/a,n/a,n/a,n/a,n/a,https://www.youtube.com/channel/UCPverC_kuxQ-DGFaCd6GPZw,n/a,n/a,,https://www.instagram.com/drallenla/,"701 East 28th Street, Suite 401, Long Beach, CA 90806",310-386-6404,https://www.linkedin.com/in/dr-eugene-allen-a63a38225/
,n/a,Robert Molnar,CA,,,n/a,n/a,https://www.facebook.com/robert.j.molnar,,n/a,n/a,, https://www.twitter.com/RobertJMolnar,Independent,California Commissioner of Insurance,California Commissioner of Insurance,,Candidate,Robert,Molnar,Male,robrtmolnar@gmail.com,,n/a,,n/a,https://robertjmolnar.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,https://www.instagram.com/robertmolnar2022/,"18354 Vanderbilt Dr, Saratoga, CA 95070",,https://www.linkedin.com/in/robert-j-molnar-760b912a/
,n/a,Jasper Jackson,CA,,,n/a,n/a,,,n/a,n/a,,,Democratic Party,California Commissioner of Insurance,California Commissioner of Insurance,,Candidate,Jasper,Jackson,Male,jackson4insurancecommissioner@gmail.com,,n/a,,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,"1930 Wilshire Blvd, Suite 1004, Los Angeles, CA 90057",213-273-3391,
,n/a,Malia Cohen,CA,,,n/a,n/a,https://www.facebook.com/malia.cohen.9,,n/a,n/a, https://www.twitter.com/MaliaCohen,,Democratic Party,California Controller,California Controller,,Candidate,Malia,Cohen,Female,,,n/a,,n/a,https://www.maliacohen.us/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,https://www.instagram.com/malia.cohen/,,"248 3rd Street, Ste. #437, Oakland, CA 94607",,https://www.linkedin.com/in/malia-cohen-446841/
,n/a,Lanhee Chen,CA,,,n/a,n/a,https://www.facebook.com/lanhee.chen,https://www.facebook.com/ChenforCalifornia,n/a,n/a,, https://www.twitter.com/lanheechen,Republican Party,California Controller,California Controller,,Candidate,Lanhee,Chen,Male,,,n/a,,n/a,https://chenforcalifornia.com/,n/a,n/a,n/a,n/a,n/a,n/a,https://www.youtube.com/c/ChenForController2022,n/a,n/a,,https://www.instagram.com/lanheechen/?hl=en,,,https://www.linkedin.com/in/lanheechen/
